,fare,embarked,survived,pclass,sex,age,sibsp,parch,loc
862,7.75,2,0.0,3.0,1,18.0,0.0,0.0,8
863,52.0,2,1.0,1.0,0,39.0,1.0,0.0,2
864,10.5,2,1.0,2.0,1,22.0,0.0,0.0,8
865,15.85,2,0.0,3.0,1,32.0,1.0,0.0,8
866,211.3375,2,1.0,1.0,0,39.0,0.0,0.0,8
867,7.925,2,0.0,3.0,1,21.0,0.0,0.0,8
868,8.6542,2,0.0,3.0,1,33.0,0.0,0.0,8
869,8.05,2,0.0,3.0,0,24.0,0.0,0.0,8
870,7.2292,0,1.0,3.0,1,24.0,0.0,0.0,8
871,11.1333,2,1.0,3.0,1,4.0,1.0,1.0,8
872,13.0,2,1.0,2.0,0,30.0,0.0,0.0,8
873,7.2292,0,0.0,3.0,1,24.0,0.0,0.0,8
874,146.5208,0,1.0,1.0,0,39.0,1.0,0.0,1
875,7.75,1,0.0,3.0,1,24.0,0.0,0.0,8
876,21.0,2,1.0,2.0,0,31.0,0.0,0.0,8
877,81.8583,2,1.0,1.0,0,54.0,1.0,1.0,0
878,7.8958,2,0.0,3.0,1,40.0,0.0,0.0,8
879,90.0,2,1.0,1.0,0,35.0,1.0,0.0,2
880,7.7292,1,0.0,3.0,1,24.0,0.0,0.0,8
881,12.7375,0,1.0,2.0,1,30.0,0.0,0.0,8
882,52.0,2,0.0,1.0,1,39.0,0.0,0.0,0
883,7.575,2,0.0,3.0,1,24.0,0.0,0.0,8
884,15.9,2,1.0,3.0,1,9.0,1.0,1.0,8
885,13.0,2,0.0,2.0,1,27.0,0.0,0.0,8
886,7.55,2,0.0,3.0,1,24.0,0.0,0.0,8
887,7.65,2,0.0,3.0,1,19.0,0.0,0.0,5
888,7.8542,2,0.0,3.0,1,20.0,0.0,0.0,8
889,13.0,2,0.0,2.0,1,42.0,0.0,0.0,8
890,29.125,1,0.0,3.0,0,39.0,0.0,5.0,8
891,7.8958,2,0.0,3.0,1,24.0,0.0,0.0,8
892,34.0208,2,0.0,1.0,1,47.0,0.0,0.0,3
893,8.05,2,0.0,3.0,1,24.5,0.0,0.0,8
894,93.5,2,1.0,1.0,0,52.0,1.0,1.0,1
895,7.25,2,0.0,3.0,1,24.0,0.0,0.0,8
896,8.4333,2,0.0,3.0,1,21.0,0.0,0.0,8
897,8.05,2,0.0,3.0,1,24.0,0.0,0.0,8
898,7.05,2,0.0,3.0,1,24.0,0.0,0.0,8
899,15.2458,0,1.0,3.0,1,24.0,1.0,1.0,8
900,7.8542,2,0.0,3.0,1,48.0,0.0,0.0,8
901,8.05,2,0.0,3.0,1,50.0,0.0,0.0,8
902,31.275,2,0.0,3.0,0,39.0,1.0,5.0,8
903,26.25,2,0.0,2.0,1,43.0,1.0,1.0,8
904,69.55,2,0.0,3.0,0,24.0,8.0,2.0,8
905,7.8958,2,0.0,3.0,1,24.0,0.0,0.0,8
906,8.05,2,0.0,3.0,1,17.0,2.0,0.0,8
907,7.7958,2,0.0,3.0,1,28.0,0.0,0.0,8
908,26.0,2,1.0,2.0,0,24.0,1.0,0.0,8
909,7.25,2,0.0,3.0,1,36.0,0.0,0.0,8
910,15.0458,0,0.0,2.0,1,23.0,0.0,0.0,8
911,8.05,2,1.0,3.0,0,24.0,0.0,0.0,8
912,79.2,0,0.0,1.0,1,24.0,0.0,0.0,1
913,13.4167,0,1.0,3.0,0,4.0,0.0,1.0,8
914,52.5542,2,1.0,1.0,0,45.0,1.0,0.0,3
915,7.8542,2,0.0,3.0,1,23.0,0.0,0.0,8
916,39.0,2,1.0,2.0,0,12.0,2.0,1.0,5
